Constituency ID,State ID,State,Parliament Constituency,Constituency Name (short),Const No,Constituency Name (long),Status,Winning Candidate,Winning Party,Winning Party ID,Winner Votes,Winner Vote Share,RunnerUp Candidate,RunnerUp Party,RunnerUp Votes,Margin,Total Votes Polled,Num Candidates,Country
S123,S12,Madhya Pradesh,GWALIOR(3),GWALIOR,3,GWALIOR,Result Declared,BHARAT SINGH KUSHWAH,Bharatiya Janata Party - BJP,369,671535,0.499940814,PRAVEEN PATHAK,Indian National Congress,601325,70210,1343229,20,India
S199,S19,Punjab,FARIDKOT(9),Faridkot,9,FARIDKOT,Result Declared,SARABJEET SINGH KHALSA,Independent - IND,743,298062,0.293814906,KARAMJIT SINGH ANMOL,Aam Aadmi Party,228009,70053,1014455,29,India
S242,S24,Uttar Pradesh,KAIRANA(2),Kairana,2,KAIRANA,Result Declared,IQRA CHOUDHARY,Samajwadi Party - SP,1680,528013,0.488988763,PRADEEP KUMAR,Bharatiya Janata Party,458897,69116,1079806,15,India
S103,S10,Karnataka,BAGALKOT(3),Bagalkot,3,BAGALKOT,Result Declared,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,Bharatiya Janata Party - BJP,369,671039,0.509303934,SAMYUKTA SHIVANAND PATIL,Indian National Congress,602640,68399,1317561,23,India
S161,S16,Mizoram,MIZORAM(1),MIZORAM,1,MIZORAM,Result Declared,RICHARD VANLALHMANGAIHA,Zoram People’s Movement - ZPM,2757,208552,0.424459026,K VANLALVENA,Mizo National Front,140264,68288,491336,7,India
S255,S25,West Bengal,RAIGANJ(5),Raiganj,5,RAIGANJ,Result Declared,KARTICK CHANDRA PAUL,Bharatiya Janata Party - BJP,369,560897,0.409871309,KALYANI KRISHNA,All India Trinamool Congress,492700,68197,1368471,21,India
S0439,S04,Bihar,NAWADA(39),Nawada,39,NAWADA,Result Declared,VIVEK THAKUR,Bharatiya Janata Party - BJP,369,410608,0.472033752,SHRAWAN KUMAR,Rashtriya Janata Dal,342938,67670,869870,9,India
S1815,S18,Odisha,KENDRAPARA(15),Kendrapara,15,KENDRAPARA,Result Declared,BAIJAYANT PANDA,Bharatiya Janata Party - BJP,369,615705,0.482108796,ANSHUMAN MOHANTY,Biju Janata Dal,549169,66536,1277108,11,India
S2439,S24,Uttar Pradesh,PRATAPGARH(39),Pratapgarh,39,PRATAPGARH,Result Declared,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party - SP,1680,441932,0.46652338,SANGAM LAL GUPTA,Bharatiya Janata Party,375726,66206,947288,27,India
S1323,S13,Maharashtra,BHIWANDI(23),Bhiwandi,23,BHIWANDI,Result Declared,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,499464,0.398487632,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,433343,66121,1253399,28,India
S1117,S11,Kerala,PATHANAMTHITTA(17),Pathanamthitta,17,PATHANAMTHITTA,Result Declared,ANTO ANTONY,Indian National Congress - INC,742,367623,0.399777504,DR.T.M.THOMAS ISSAC,Communist Party of India  (Marxist),301504,66119,919569,9,India
S2012,S20,Rajasthan,TONK-SAWAIMADHOPUR(12),TONK-SAWAI MADHOPUR,12,TONK-SAWAIMADHOPUR,Result Declared,HARISH CHANDRA MEENA,Indian National Congress - INC,742,623763,0.508536717,SUKHBIR SINGH JAUNAPURIA,Bharatiya Janata Party,558814,64949,1226584,12,India
S122,S12,Madhya Pradesh,BHIND(2),BHIND,2,BHIND,Result Declared,SANDHYA RAY,Bharatiya Janata Party - BJP,369,537065,0.511974658,PHOOL SINGH BARAIYA,Indian National Congress,472225,64840,1049007,8,India
S261,S26,Chhattisgarh,SURGUJA(1),SURGUJA,1,SURGUJA,Result Declared,CHINTAMANI MAHARAJ,Bharatiya Janata Party - BJP,369,713200,0.490081215,SHASHI SINGH KORAM,Indian National Congress,648378,64822,1455269,11,India
S241,S24,Uttar Pradesh,SAHARANPUR(1),Saharanpur,1,SAHARANPUR,Result Declared,IMRAN MASOOD,Indian National Congress - INC,742,547967,0.445699111,RAGHAV LAKHANPAL,Bharatiya Janata Party,483425,64542,1229455,11,India
S2515,S25,West Bengal,BARRACKPUR(15),Barrackpur,15,BARRACKPUR,Result Declared,PARTHA BHOWMICK,All India Trinamool Congress - AITC,140,520231,0.455599636,ARJUN SINGH,Bharatiya Janata Party,455793,64438,1141860,15,India
S2456,S24,Uttar Pradesh,BAHARAICH(56),Baharaich,56,BAHARAICH,Result Declared,ANAND KUMAR,Bharatiya Janata Party - BJP,369,518802,0.49102659,RAMESH CHANDRA,Samajwadi Party,454575,64227,1056566,11,India
S1111,S11,Kerala,CHALAKUDY(11),Chalakudy,11,CHALAKUDY,Result Declared,BENNY BEHANAN,Indian National Congress - INC,742,394171,0.414355499,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),330417,63754,951287,12,India
S1115,S11,Kerala,ALAPPUZHA(15),Alappuzha,15,ALAPPUZHA,Result Declared,K. C VENUGOPAL,Indian National Congress - INC,742,404560,0.382127943,A. M ARIFF,Communist Party of India  (Marxist),341047,63513,1058703,12,India
S074,S07,Haryana,HISAR(4),HISAR,4,HISAR,Result Declared,JAI PARKASH (J P) S/O HARIKESH,Indian National Congress - INC,742,570424,0.485833159,RANJIT SINGH,Bharatiya Janata Party,507043,63381,1174115,29,India
S0121,S01,Andhra Pradesh,KADAPA(21),Kadapa,21,KADAPA,Result Declared,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party - YSRCP,1888,605143,0.457756765,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,542448,62695,1321975,15,India
S1341,S13,Maharashtra,LATUR(41),Latur,41,LATUR,Result Declared,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress - INC,742,609021,0.491511034,SUDHAKAR TUKARAM SHRANGARE,Bharatiya Janata Party,547140,61881,1239079,29,India
S0422,S04,Bihar,UJIARPUR(22),Ujiarpur,22,UJIARPUR,Result Declared,NITYANAND RAI,Bharatiya Janata Party - BJP,369,515965,0.495135634,ALOK KUMAR MEHTA,Rashtriya Janata Dal,455863,60102,1042068,14,India
S263,S26,Chhattisgarh,JANJGIR-CHAMPA(3),JANJGIR-CHAMPA,3,JANJGIR-CHAMPA,Result Declared,KAMLESH JANGDE,Bharatiya Janata Party - BJP,369,678199,0.487127938,DR. SHIVKUMAR DAHARIYA,Indian National Congress,618199,60000,1392240,19,India
S0432,S04,Bihar,ARRAH(32),Arrah,32,ARRAH,Result Declared,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),545,529382,0.482765665,R. K. SINGH,Bharatiya Janata Party,469574,59808,1096561,15,India
S0410,S04,Bihar,KISHANGANJ(10),Kishanganj,10,KISHANGANJ,Result Declared,MOHAMMAD JAWED,Indian National Congress - INC,742,402850,0.349969898,MUJAHID ALAM,Janata Dal  (United),343158,59692,1151099,13,India
S2540,S25,West Bengal,ASANSOL(40),Asansol,40,ASANSOL,Result Declared,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress - AITC,140,605645,0.465329533,SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,546081,59564,1301540,8,India
S1316,S13,Maharashtra,NANDED(16),Nanded,16,NANDED,Result Declared,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress - INC,742,528894,0.468772103,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,469452,59442,1128254,24,India
S2452,S24,Uttar Pradesh,ALLAHABAD(52),Allahabad,52,ALLAHABAD,Result Declared,UJJWAL RAMAN SINGH,Indian National Congress - INC,742,462145,0.488009504,NEERAJ TRIPATHI,Bharatiya Janata Party,403350,58795,947000,15,India
S2441,S24,Uttar Pradesh,ETAWAH(41),Etawah,41,ETAWAH,Result Declared,JITENDRA KUMAR DOHARE,Samajwadi Party - SP,1680,490747,0.474709417,DR RAM SHANKAR KATHERIA,Bharatiya Janata Party,432328,58419,1033784,8,India
U032,U03,Dadra & Nagar Haveli and Daman & Diu,DADAR&NAGARHAVELI(2),Dadar & Nagar Haveli,2,DADAR&NAGARHAVELI,Result Declared,DELKAR KALABEN MOHANBHAI,Bharatiya Janata Party - BJP,369,121074,0.588915695,AJIT RAMJIBHAI MAHALA,Indian National Congress,63490,57584,205588,6,India
S1814,S18,Odisha,CUTTACK(14),Cuttack,14,CUTTACK,Result Declared,BHARTRUHARI MAHTAB,Bharatiya Janata Party - BJP,369,531601,0.474307077,SANTRUPT MISRA,Biju Janata Dal,474524,57077,1120795,11,India
S2512,S25,West Bengal,KRISHNANAGAR(12),Krishnanagar,12,KRISHNANAGAR,Result Declared,MAHUA MOITRA,All India Trinamool Congress - AITC,140,628789,0.441035076,AMRITA ROY,Bharatiya Janata Party,572084,56705,1425712,12,India
S202,S20,Rajasthan,BIKANER(2),BIKANER,2,BIKANER,Result Declared,ARJUN RAM MEGHWAL,Bharatiya Janata Party - BJP,369,566737,0.506792562,GOVINDRAM MEGHWAL,Indian National Congress,511026,55711,1118282,10,India
S2427,S24,Uttar Pradesh,SHAHJAHANPUR(27),Shahjahanpur,27,SHAHJAHANPUR,Result Declared,ARUN KUMAR SAGAR,Bharatiya Janata Party - BJP,369,592718,0.474971592,JYOTSNA GOND,Samajwadi Party,537339,55379,1247902,11,India
S2610,S26,Chhattisgarh,BASTAR(10),BASTAR,10,BASTAR,Result Declared,MAHESH KASHYAP,Bharatiya Janata Party - BJP,369,458398,0.455033031,KAWASI LAKHMA,Indian National Congress,403153,55245,1007395,12,India
S2454,S24,Uttar Pradesh,FAIZABAD(54),Faizabad,54,FAIZABAD,Result Declared,AWADHESH PRASAD,Samajwadi Party - SP,1680,554289,0.485936663,LALLU SINGH,Bharatiya Janata Party,499722,54567,1140661,14,India
S2445,S24,Uttar Pradesh,JALAUN(45),Jalaun,45,JALAUN,Result Declared,NARAYAN DAS AHIRWAR,Samajwadi Party - SP,1680,530180,0.469622631,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,476282,53898,1128949,7,India
S2214,S22,Tamil Nadu,KALLAKURICHI(14),KALLAKURICHI,14,KALLAKURICHI,Result Declared,MALAIYARASAN D,Dravida Munnetra Kazhagam - DMK,582,561589,0.449426522,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,507805,53784,1249568,22,India
S1330,S13,Maharashtra,MUMBAISOUTHCENTRAL(30),Mumbai South Central,30,MUMBAISOUTHCENTRAL,Result Declared,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,395138,0.497326701,RAHUL RAMESH SHEWALE,Shiv Sena,341754,53384,794524,16,India
S1331,S13,Maharashtra,MUMBAISOUTH(31),Mumbai South,31,MUMBAISOUTH,Result Declared,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,395655,0.511768655,YAMINI YASHWANT JADHAV,Shiv Sena,342982,52673,773113,15,India
S121,S12,Madhya Pradesh,MORENA(1),MORENA,1,MORENA,Result Declared,SHIVMANGAL SINGH TOMAR,Bharatiya Janata Party - BJP,369,515477,0.434147681,NEETU SATYAPAL SINGH SIKARWAR,Indian National Congress,462947,52530,1187331,16,India
S209,S20,Rajasthan,BHARATPUR(9),BHARATPUR,9,BHARATPUR,Result Declared,SANJNA JATAV,Indian National Congress - INC,742,579890,0.511818182,RAMSWAROOP KOLI,Bharatiya Janata Party,527907,51983,1133000,7,India
S031,S03,Assam,KOKRAJHAR(1),Kokrajhar,1,KOKRAJHAR,Result Declared,JOYANTA BASUMATARY,"United People’s Party, Liberal - UPPL",1998,488995,0.393875615,KAMPA BORGOYARI,Bodoland Peoples Front,437412,51583,1241496,13,India
S045,S04,Bihar,SITAMARHI(5),Sitamarhi,5,SITAMARHI,Result Declared,DEVESH CHANDRA THAKUR,Janata Dal  (United) - JD(U),805,515719,0.471410211,ARJUN RAY,Rashtriya Janata Dal,464363,51356,1093992,15,India
S171,S17,Nagaland,NAGALAND(1),Nagaland,1,NAGALAND,Result Declared,S SUPONGMEREN JAMIR,Indian National Congress - INC,742,401951,0.528329539,DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,350967,50984,760796,4,India
S011,S01,Andhra Pradesh,ARAKU(ST)(1),Araku (ST),1,ARAKU(ST),Result Declared,GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party - YSRCP,1888,477005,0.409641503,KOTHAPALLI GEETHA,Bharatiya Janata Party,426425,50580,1164445,14,India
S1338,S13,Maharashtra,SHIRDI(38),Shirdi,38,SHIRDI,Result Declared,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,476900,0.449963392,LOKHANDE SADASHIV KISAN,Shiv Sena,426371,50529,1059864,21,India
S0116,S01,Andhra Pradesh,ONGOLE(16),Ongole,16,ONGOLE,Result Declared,MAGUNTA SREENIVASULU REDDY,Telugu Desam - TDP,1745,701894,0.493522072,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,651695,50199,1422214,26,India
S298,S29,Telangana,SECUNDERABAD(8),Secunderabad,8,SECUNDERABAD,Result Declared,G. KISHAN REDDY,Bharatiya Janata Party - BJP,369,473012,0.451494236,DANAM NAGENDER,Indian National Congress,423068,49944,1047659,46,India
S0411,S04,Bihar,KATIHAR(11),Katihar,11,KATIHAR,Result Declared,TARIQ ANWAR,Indian National Congress - INC,742,567092,0.484054403,DULAL CHANDRA GOSWAMI,Janata Dal  (United),517229,49863,1171546,10,India
S1911,S19,Punjab,BATHINDA(11),Bathinda,11,BATHINDA,Result Declared,HARSIMRAT KAUR BADAL,Shiromani Akali Dal - SAD,1584,376558,0.327108941,GURMEET SINGH KHUDIAN,Aam Aadmi Party,326902,49656,1151170,19,India
S071,S07,Haryana,AMBALA(1),AMBALA,1,AMBALA,Result Declared,VARUN CHAUDHRY,Indian National Congress - INC,742,663657,0.492794355,BANTO KATARIA,Bharatiya Janata Party,614621,49036,1346722,15,India
S208,S20,Rajasthan,ALWAR(8),ALWAR,8,ALWAR,Result Declared,BHUPENDER YADAV,Bharatiya Janata Party - BJP,369,631992,0.50420683,LALIT YADAV,Indian National Congress,583710,48282,1253438,10,India
S1018,S10,Karnataka,CHITRADURGA(18),Chitradurga,18,CHITRADURGA,Result Declared,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party - BJP,369,684890,0.50105018,B.N.CHANDRAPPA,Indian National Congress,636769,48121,1366909,21,India
S1346,S13,Maharashtra,RATNAGIRI-SINDHUDURG(46),Ratnagiri- Sindhudurg,46,RATNAGIRI-SINDHUDURG,Result Declared,NARAYAN TATU RANE,Bharatiya Janata Party - BJP,369,448514,0.490695135,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),400656,47858,914038,10,India
S2531,S25,West Bengal,KANTHI(31),Kanthi,31,KANTHI,Result Declared,ADHIKARI SOUMENDU,Bharatiya Janata Party - BJP,369,763195,0.498495425,UTTAM BARIK SON OF LATE BIRENDRA BARIK,All India Trinamool Congress,715431,47764,1530997,10,India
S108,S10,Karnataka,KOPPAL(8),Koppal,8,KOPPAL,Result Declared,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress - INC,742,663511,0.499279875,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party,617154,46357,1328936,20,India
S2459,S24,Uttar Pradesh,GONDA(59),Gonda,59,GONDA,Result Declared,KIRTIVARDHAN SINGH,Bharatiya Janata Party - BJP,369,474258,0.497708011,SHREYA VERMA,Samajwadi Party,428034,46224,952884,9,India
S295,S29,Telangana,ZAHIRABAD(5),Zahirabad,5,ZAHIRABAD,Result Declared,SURESH KUMAR SHETKAR,Indian National Congress - INC,742,528418,0.427317638,B. B. PATIL,Bharatiya Janata Party,482230,46188,1236593,20,India
S266,S26,Chhattisgarh,RAJNANDGAON(6),RAJNANDGAON,6,RAJNANDGAON,Result Declared,SANTOSH PANDEY,Bharatiya Janata Party - BJP,369,712057,0.492512269,BHUPESH BAGHEL,Indian National Congress,667646,44411,1445765,16,India
S2444,S24,Uttar Pradesh,AKBARPUR(44),Akbarpur,44,AKBARPUR,Result Declared,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party - BJP,369,517423,0.476030702,RAJARAM PAL,Samajwadi Party,473078,44345,1086953,10,India
S195,S19,Punjab,HOSHIARPUR(5),Hoshiarpur,5,HOSHIARPUR,Result Declared,DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party - AAAP,1,303859,0.320362473,YAMINI GOMAR,Indian National Congress,259748,44111,948485,17,India
S2478,S24,Uttar Pradesh,BHADOHI(78),Bhadohi,78,BHADOHI,Result Declared,DR. VINOD KUMAR BIND,Bharatiya Janata Party - BJP,369,459982,0.423949279,LALITESHPATI TRIPATHI,All India Trinamool Congress,415910,44072,1084993,11,India
S1010,S10,Karnataka,HAVERI(10),Haveri,10,HAVERI,Result Declared,BASAVARAJ BOMMAI,Bharatiya Janata Party - BJP,369,705538,0.505467785,ANANDSWAMY GADDADEVARMATH,Indian National Congress,662025,43513,1395812,15,India
S2419,S24,Uttar Pradesh,FATEHPURSIKRI(19),Fatehpur Sikri,19,FATEHPURSIKRI,Result Declared,RAJKUMAR CHAHAR,Bharatiya Janata Party - BJP,369,445657,0.430938302,RAMNATH SINGH SIKARWAR,Indian National Congress,402252,43405,1034155,10,India
S2472,S24,Uttar Pradesh,BALLIA(72),Ballia,72,BALLIA,Result Declared,SANATAN PANDEY,Samajwadi Party - SP,1680,467068,0.463672986,NEERAJ SHEKHAR,Bharatiya Janata Party,423684,43384,1007322,14,India
S264,S26,Chhattisgarh,KORBA(4),KORBA,4,KORBA,Result Declared,JYOTSNA CHARANDAS MAHANT,Indian National Congress - INC,742,570182,0.465335796,SAROJ PANDEY,Bharatiya Janata Party,526899,43283,1225313,28,India
S2438,S24,Uttar Pradesh,SULTANPUR(38),Sultanpur,38,SULTANPUR,Result Declared,RAMBHUAL NISHAD,Samajwadi Party - SP,1680,444330,0.429974443,MANEKA SANJAY GANDHI,Bharatiya Janata Party,401156,43174,1033387,10,India
S2460,S24,Uttar Pradesh,DOMARIYAGANJ(60),Domariyaganj,60,DOMARIYAGANJ,Result Declared,JAGDAMBIKA PAL,Bharatiya Janata Party - BJP,369,463303,0.454679994,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,Samajwadi Party,420575,42728,1018965,7,India
S1016,S10,Karnataka,HASSAN(16),Hassan,16,HASSAN,Result Declared,SHREYAS. M. PATEL,Indian National Congress - INC,742,672988,0.496667545,PRAJWAL REVANNA,Janata Dal  (Secular),630339,42649,1355007,16,India
S2014,S20,Rajasthan,NAGAUR(14),NAGAUR,14,NAGAUR,Result Declared,HANUMAN BENIWAL,Rashtriya Loktantrik Party - RLTP,2484,596955,0.482008893,JYOTI MIRDHA,Bharatiya Janata Party,554730,42225,1238473,10,India
S2024,S20,Rajasthan,KOTA(24),KOTA,24,KOTA,Result Declared,OM BIRLA,Bharatiya Janata Party - BJP,369,750496,0.500278304,PRAHLAD GUNJAL,Indian National Congress,708522,41974,1500157,16,India
S078,S07,Haryana,BHIWANI-MAHENDRAGARH(8),BHIWANI-MAHENDRAGARH,8,BHIWANI-MAHENDRAGARH,Result Declared,DHARAMBIR SINGH,Bharatiya Janata Party - BJP,369,588664,0.497436612,RAO DAN SINGH,Indian National Congress,547154,41510,1183395,18,India
S1816,S18,Odisha,JAGATSINGHPUR(16),Jagatsinghpur,16,JAGATSINGHPUR,Result Declared,BIBHU PRASAD TARAI,Bharatiya Janata Party - BJP,369,589093,0.45797944,DR. RAJASHREE MALLICK,Biju Janata Dal,548397,40696,1286287,12,India
S136,S13,Maharashtra,AKOLA(6),Akola,6,AKOLA,Result Declared,ANUP SANJAY DHOTRE,Bharatiya Janata Party - BJP,369,457030,0.389600979,ABHAY KASHINATH PATIL,Indian National Congress,416404,40626,1173072,16,India
S192,S19,Punjab,AMRITSAR(2),Amritsar,2,AMRITSAR,Result Declared,GURJEET SINGH AUJLA,Indian National Congress - INC,742,255181,0.281763716,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,214880,40301,905656,31,India
S251,S25,West Bengal,COOCHBEHAR(1),Coochbehar,1,COOCHBEHAR,Result Declared,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress - AITC,140,788375,0.485737329,NISITH PRAMANIK,Bharatiya Janata Party,749125,39250,1623048,15,India
S296,S29,Telangana,MEDAK(6),Medak,6,MEDAK,Result Declared,MADHAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party - BJP,369,471217,0.339924789,NEELAM MADHU,Indian National Congress,432078,39139,1386239,45,India
S2479,S24,Uttar Pradesh,MIRZAPUR(79),Mirzapur,79,MIRZAPUR,Result Declared,ANUPRIYA PATEL,Apna Dal (Soneylal) - ADAL,2070,471631,0.426659007,RAMESH CHAND BIND,Samajwadi Party,433821,37810,1105405,11,India
S244,S24,Uttar Pradesh,BIJNOR(4),Bijnor,4,BIJNOR,Result Declared,CHANDAN CHAUHAN,Rashtriya Lok Dal - RLD,1458,404493,0.39484612,DEEPAK,Samajwadi Party,366985,37508,1024432,12,India
S1311,S13,Maharashtra,BHANDARAGONDIYA(11),Bhandara Gondiya,11,BHANDARAGONDIYA,Result Declared,DR. PRASHANT YADAORAO PADOLE,Indian National Congress - INC,742,587413,0.475609944,SUNIL BABURAO MENDHE,Bharatiya Janata Party,550033,37380,1235073,19,India
S2474,S24,Uttar Pradesh,MACHHLISHAHR(74),Machhlishahr,74,MACHHLISHAHR,Result Declared,PRIYA SAROJ,Samajwadi Party - SP,1680,451292,0.425721867,BHOLANATH (B.P. SAROJ),Bharatiya Janata Party,415442,35850,1060063,13,India
S2433,S24,Uttar Pradesh,UNNAO(33),Unnao,33,UNNAO,Result Declared,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party - BJP,369,616133,0.473121954,ANNU TANDON,Samajwadi Party,580315,35818,1302271,9,India
S2463,S24,Uttar Pradesh,MAHARAJGANJ(63),Maharajganj,63,MAHARAJGANJ,Result Declared,PANKAJ CHAUDHARY,Bharatiya Janata Party - BJP,369,591310,0.488503872,VIRENDRA CHAUDHARY,Indian National Congress,555859,35451,1210451,9,India
S1818,S18,Odisha,BHUBANESWAR(18),Bhubaneswar,18,BHUBANESWAR,Result Declared,APARAJITA SARANGI,Bharatiya Janata Party - BJP,369,512519,0.473583345,MANMATH KUMAR ROUTRAY,Biju Janata Dal,477367,35152,1082215,13,India
S2423,S24,Uttar Pradesh,BADAUN(23),Badaun,23,BADAUN,Result Declared,ADITYA YADAV,Samajwadi Party - SP,1680,501855,0.459673519,DURVIJAY SINGH SHAKYA,Bharatiya Janata Party,466864,34991,1091764,12,India
S2466,S24,Uttar Pradesh,DEORIA(66),Deoria,66,DEORIA,Result Declared,SHASHANK MANI,Bharatiya Janata Party - BJP,369,504541,0.483597365,AKHILESH PRATAP SINGH,Indian National Congress,469699,34842,1043308,8,India
S2425,S24,Uttar Pradesh,BAREILLY(25),Bareilly,25,BAREILLY,Result Declared,CHHATRA PAL SINGH GANGWAR,Bharatiya Janata Party - BJP,369,567127,0.506563304,PRAVEEN SINGH ARON,Samajwadi Party,532323,34804,1119558,14,India
S2428,S24,Uttar Pradesh,KHERI(28),Kheri,28,KHERI,Result Declared,UTKARSH VERMA 'MADHUR',Samajwadi Party - SP,1680,557365,0.459357041,AJAY KUMAR,Bharatiya Janata Party,523036,34329,1213359,12,India
S198,S19,Punjab,FATEHGARHSAHIB(8),Fatehgarh Sahib,8,FATEHGARHSAHIB,Result Declared,AMAR SINGH,Indian National Congress - INC,742,332591,0.341379473,GURPREET SINGH GP,Aam Aadmi Party,298389,34202,974256,15,India
S2432,S24,Uttar Pradesh,MISRIKH(32),Misrikh,32,MISRIKH,Result Declared,ASHOK KUMAR RAWAT,Bharatiya Janata Party - BJP,369,475016,0.451543418,SANGITA RAJVANSHI,Samajwadi Party,441610,33406,1051983,10,India
S2449,S24,Uttar Pradesh,FATEHPUR(49),Fatehpur,49,FATEHPUR,Result Declared,NARESH CHANDRA UTTAM PATEL,Samajwadi Party - SP,1680,500328,0.451990345,NIRANJAN JYOTI,Bharatiya Janata Party,467129,33199,1106944,16,India
S2536,S25,West Bengal,BANKURA(36),Bankura,36,BANKURA,Result Declared,ARUP CHAKRABORTY,All India Trinamool Congress - AITC,140,641813,0.443340835,DR. SUBHAS SARKAR,Bharatiya Janata Party,609035,32778,1447674,14,India
S1345,S13,Maharashtra,SATARA(45),Satara,45,SATARA,Result Declared,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party - BJP,369,571134,0.476737974,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,538363,32771,1198004,17,India
S1025,S10,Karnataka,BANGALORECENTRAL(25),Bangalore central,25,BANGALORECENTRAL,Result Declared,P C MOHAN,Bharatiya Janata Party - BJP,369,658915,0.500501325,MANSOOR ALI KHAN,Indian National Congress,626208,32707,1316510,25,India
S063,S06,Gujarat,PATAN(3),Patan,3,PATAN,Result Declared,DABHI  BHARATSINHJI  SHANKARJI,Bharatiya Janata Party - BJP,369,591947,0.496131587,CHANDANJI TALAJI THAKOR,Indian National Congress,560071,31876,1193125,11,India
S022,S02,Arunachal Pradesh,ARUNACHALEAST(2),Arunachal East,2,ARUNACHALEAST,Result Declared,TAPIR GAO,Bharatiya Janata Party - BJP,369,145581,0.450097853,BOSIRAM SIRAM,Indian National Congress,115160,30421,323443,7,India
S062,S06,Gujarat,BANASKANTHA(2),Banaskantha,2,BANASKANTHA,Result Declared,GENIBEN NAGAJI THAKOR,Indian National Congress - INC,742,671883,0.488321488,DR. REKHABEN HITESHBHAI CHAUDHARI,Bharatiya Janata Party,641477,30406,1375903,13,India
S0433,S04,Bihar,BUXAR(33),Buxar,33,BUXAR,Result Declared,SUDHAKAR SINGH,Rashtriya Janata Dal - RJD,1420,438345,0.408234064,MITHILESH TIWARI,Bharatiya Janata Party,408254,30091,1073759,15,India
S1328,S13,Maharashtra,MUMBAINORTHEAST(28),Mumbai North East,28,MUMBAINORTHEAST,Result Declared,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,450937,0.486726485,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,421076,29861,926469,21,India
S135,S13,Maharashtra,BULDHANA(5),Buldhana,5,BULDHANA,Result Declared,JADHAV PRATAPRAO GANPATRAO,Shiv Sena - SHS,3529,349867,0.315338676,NARENDRA DAGDU KHEDEKAR,Shiv Sena (Uddhav Balasaheb Thackrey),320388,29479,1109496,22,India
S044,S04,Bihar,SHEOHAR(4),Sheohar,4,SHEOHAR,Result Declared,LOVELY ANAND,Janata Dal  (United) - JD(U),805,476612,0.451507292,RITU JAISWAL,Rashtriya Janata Dal,447469,29143,1055602,13,India
S2216,S22,Tamil Nadu,NAMAKKAL(16),NAMAKKAL,16,NAMAKKAL,Result Declared,MATHESWARAN V S,Dravida Munnetra Kazhagam - DMK,582,462036,0.403066205,TAMILMANI S,All India Anna Dravida Munnetra Kazhagam,432924,29112,1146303,41,India
S072,S07,Haryana,KURUKSHETRA(2),KURUKSHETRA,2,KURUKSHETRA,Result Declared,NAVEEN JINDAL,Bharatiya Janata Party - BJP,369,542175,0.449612397,DR SUSHIL GUPTA,Aam Aadmi Party,513154,29021,1205872,32,India
